"Step","VOWELS_FILTER_b40_DUAL_bs16 - cross_entropy_positive_s","VOWELS_FILTER_b40_DUAL_bs16 - cross_entropy_positive_s__MIN","VOWELS_FILTER_b40_DUAL_bs16 - cross_entropy_positive_s__MAX","VOWELS_FILTER_b20_DUAL_bs16 - cross_entropy_positive_s","VOWELS_FILTER_b20_DUAL_bs16 - cross_entropy_positive_s__MIN","VOWELS_FILTER_b20_DUAL_bs16 - cross_entropy_positive_s__MAX","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_positive_s","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_positive_s__MIN","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_positive_s__MAX","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_positive_s","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_positive_s__MIN","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_positive_s__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_positive_s","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_positive_s__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_positive_s__MAX","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_positive_s","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_positive_s__MIN","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_positive_s__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_positive_s","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_positive_s__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_positive_s__MAX"
"126","0.0883314311504364","0.0883314311504364","0.0883314311504364","0.2754007577896118","0.2754007577896118","0.2754007577896118","0.38451507687568665","0.38451507687568665","0.38451507687568665","1.1623157262802124","1.1623157262802124","1.1623157262802124","1.1437957286834717","1.1437957286834717","1.1437957286834717","0.9292263388633728","0.9292263388633728","0.9292263388633728","0.4554058313369751","0.4554058313369751","0.4554058313369751"
"128","0.1178191527724266","0.1178191527724266","0.1178191527724266","0.3166155219078064","0.3166155219078064","0.3166155219078064","0.4129328727722168","0.4129328727722168","0.4129328727722168","1.1403391361236572","1.1403391361236572","1.1403391361236572","1.1329236030578613","1.1329236030578613","1.1329236030578613","0.9194645285606384","0.9194645285606384","0.9194645285606384","0.5025222301483154","0.5025222301483154","0.5025222301483154"
"130","0.12340375781059265","0.12340375781059265","0.12340375781059265","0.3344007134437561","0.3344007134437561","0.3344007134437561","0.43548184633255005","0.43548184633255005","0.43548184633255005","1.184094786643982","1.184094786643982","1.184094786643982","1.1493934392929077","1.1493934392929077","1.1493934392929077","0.9358627796173096","0.9358627796173096","0.9358627796173096","0.5256576538085938","0.5256576538085938","0.5256576538085938"
"132","0.1257612556219101","0.1257612556219101","0.1257612556219101","0.3250337541103363","0.3250337541103363","0.3250337541103363","0.41654518246650696","0.41654518246650696","0.41654518246650696","1.1747645139694214","1.1747645139694214","1.1747645139694214","1.1526340246200562","1.1526340246200562","1.1526340246200562","0.9180888533592224","0.9180888533592224","0.9180888533592224","0.4907776415348053","0.4907776415348053","0.4907776415348053"
"134","0.13876879215240479","0.13876879215240479","0.13876879215240479","0.3313421905040741","0.3313421905040741","0.3313421905040741","0.40935152769088745","0.40935152769088745","0.40935152769088745","1.1614365577697754","1.1614365577697754","1.1614365577697754","1.152053713798523","1.152053713798523","1.152053713798523","0.9431968927383423","0.9431968927383423","0.9431968927383423","0.5120300650596619","0.5120300650596619","0.5120300650596619"
"136","0.14796477556228638","0.14796477556228638","0.14796477556228638","0.35496190190315247","0.35496190190315247","0.35496190190315247","0.4402274489402771","0.4402274489402771","0.4402274489402771","1.1644880771636963","1.1644880771636963","1.1644880771636963","1.1332125663757324","1.1332125663757324","1.1332125663757324","0.9502896666526794","0.9502896666526794","0.9502896666526794","0.5479950308799744","0.5479950308799744","0.5479950308799744"
"138","0.14635615050792694","0.14635615050792694","0.14635615050792694","0.3348335921764374","0.3348335921764374","0.3348335921764374","0.4345926344394684","0.4345926344394684","0.4345926344394684","1.1678268909454346","1.1678268909454346","1.1678268909454346","1.1559984683990479","1.1559984683990479","1.1559984683990479","0.945987343788147","0.945987343788147","0.945987343788147","0.519048273563385","0.519048273563385","0.519048273563385"
"140","0.1640927791595459","0.1640927791595459","0.1640927791595459","0.3646283745765686","0.3646283745765686","0.3646283745765686","0.46168094873428345","0.46168094873428345","0.46168094873428345","1.1645512580871582","1.1645512580871582","1.1645512580871582","1.147857427597046","1.147857427597046","1.147857427597046","0.9350025653839111","0.9350025653839111","0.9350025653839111","0.5468809604644775","0.5468809604644775","0.5468809604644775"
"142","0.15524005889892578","0.15524005889892578","0.15524005889892578","0.35384368896484375","0.35384368896484375","0.35384368896484375","0.43937164545059204","0.43937164545059204","0.43937164545059204","1.1776325702667236","1.1776325702667236","1.1776325702667236","1.1511965990066528","1.1511965990066528","1.1511965990066528","0.9681419134140015","0.9681419134140015","0.9681419134140015","0.5093279480934143","0.5093279480934143","0.5093279480934143"
"144","0.1690221130847931","0.1690221130847931","0.1690221130847931","0.3360536992549896","0.3360536992549896","0.3360536992549896","0.4444761872291565","0.4444761872291565","0.4444761872291565","1.1785354614257812","1.1785354614257812","1.1785354614257812","1.1544084548950195","1.1544084548950195","1.1544084548950195","0.9712441563606262","0.9712441563606262","0.9712441563606262","0.5255193114280701","0.5255193114280701","0.5255193114280701"
"146","0.18427366018295288","0.18427366018295288","0.18427366018295288","0.38001933693885803","0.38001933693885803","0.38001933693885803","0.4634617269039154","0.4634617269039154","0.4634617269039154","1.2034862041473389","1.2034862041473389","1.2034862041473389","1.1859169006347656","1.1859169006347656","1.1859169006347656","0.9846850037574768","0.9846850037574768","0.9846850037574768","0.54782634973526","0.54782634973526","0.54782634973526"
"148","0.17061689496040344","0.17061689496040344","0.17061689496040344","0.3471810221672058","0.3471810221672058","0.3471810221672058","0.44714289903640747","0.44714289903640747","0.44714289903640747","1.1688594818115234","1.1688594818115234","1.1688594818115234","1.1421962976455688","1.1421962976455688","1.1421962976455688","0.9478345513343811","0.9478345513343811","0.9478345513343811","0.5204643607139587","0.5204643607139587","0.5204643607139587"
"150","0.20263195037841797","0.20263195037841797","0.20263195037841797","0.3686337172985077","0.3686337172985077","0.3686337172985077","0.45245227217674255","0.45245227217674255","0.45245227217674255","1.2162388563156128","1.2162388563156128","1.2162388563156128","1.1804678440093994","1.1804678440093994","1.1804678440093994","0.9768006801605225","0.9768006801605225","0.9768006801605225","0.5469101071357727","0.5469101071357727","0.5469101071357727"
"152","0.21592086553573608","0.21592086553573608","0.21592086553573608","0.383118212223053","0.383118212223053","0.383118212223053","0.4753611981868744","0.4753611981868744","0.4753611981868744","1.17249596118927","1.17249596118927","1.17249596118927","1.1602749824523926","1.1602749824523926","1.1602749824523926","0.9942923784255981","0.9942923784255981","0.9942923784255981","0.5611235499382019","0.5611235499382019","0.5611235499382019"
"154","0.21431347727775574","0.21431347727775574","0.21431347727775574","0.3927437663078308","0.3927437663078308","0.3927437663078308","0.4672706127166748","0.4672706127166748","0.4672706127166748","1.1609917879104614","1.1609917879104614","1.1609917879104614","1.128821611404419","1.128821611404419","1.128821611404419","0.9298390746116638","0.9298390746116638","0.9298390746116638","0.38708508014678955","0.38708508014678955","0.38708508014678955"
"156","0.23787467181682587","0.23787467181682587","0.23787467181682587","0.3816206157207489","0.3816206157207489","0.3816206157207489","0.44709017872810364","0.44709017872810364","0.44709017872810364","1.186320424079895","1.186320424079895","1.186320424079895","1.1634674072265625","1.1634674072265625","1.1634674072265625","0.9633118510246277","0.9633118510246277","0.9633118510246277","0.547552764415741","0.547552764415741","0.547552764415741"
"158","0.23093999922275543","0.23093999922275543","0.23093999922275543","0.38653987646102905","0.38653987646102905","0.38653987646102905","0.45791953802108765","0.45791953802108765","0.45791953802108765","1.1564018726348877","1.1564018726348877","1.1564018726348877","1.1373716592788696","1.1373716592788696","1.1373716592788696","0.9745001792907715","0.9745001792907715","0.9745001792907715","0.5485795140266418","0.5485795140266418","0.5485795140266418"
"160","0.2579170763492584","0.2579170763492584","0.2579170763492584","0.3959046006202698","0.3959046006202698","0.3959046006202698","0.4647807776927948","0.4647807776927948","0.4647807776927948","1.1564106941223145","1.1564106941223145","1.1564106941223145","1.145238995552063","1.145238995552063","1.145238995552063","0.9972683191299438","0.9972683191299438","0.9972683191299438","0.5600539445877075","0.5600539445877075","0.5600539445877075"
"162","0.2606421709060669","0.2606421709060669","0.2606421709060669","0.3948517143726349","0.3948517143726349","0.3948517143726349","0.4772928059101105","0.4772928059101105","0.4772928059101105","1.1796815395355225","1.1796815395355225","1.1796815395355225","1.1839555501937866","1.1839555501937866","1.1839555501937866","1.0269370079040527","1.0269370079040527","1.0269370079040527","0.5752496719360352","0.5752496719360352","0.5752496719360352"
"164","0.291037917137146","0.291037917137146","0.291037917137146","0.4213917851448059","0.4213917851448059","0.4213917851448059","0.48236966133117676","0.48236966133117676","0.48236966133117676","1.1607874631881714","1.1607874631881714","1.1607874631881714","1.1587711572647095","1.1587711572647095","1.1587711572647095","1.0028212070465088","1.0028212070465088","1.0028212070465088","0.5987216830253601","0.5987216830253601","0.5987216830253601"
"166","0.2882145047187805","0.2882145047187805","0.2882145047187805","0.421306312084198","0.421306312084198","0.421306312084198","0.4975048899650574","0.4975048899650574","0.4975048899650574","1.1677374839782715","1.1677374839782715","1.1677374839782715","1.1576316356658936","1.1576316356658936","1.1576316356658936","1.011479377746582","1.011479377746582","1.011479377746582","0.6273372173309326","0.6273372173309326","0.6273372173309326"
"168","0.28594377636909485","0.28594377636909485","0.28594377636909485","0.40340694785118103","0.40340694785118103","0.40340694785118103","0.48409536480903625","0.48409536480903625","0.48409536480903625","1.175767183303833","1.175767183303833","1.175767183303833","1.1757360696792603","1.1757360696792603","1.1757360696792603","1.0201666355133057","1.0201666355133057","1.0201666355133057","0.592431366443634","0.592431366443634","0.592431366443634"
"170","0.3216683864593506","0.3216683864593506","0.3216683864593506","0.4256497025489807","0.4256497025489807","0.4256497025489807","0.4984728991985321","0.4984728991985321","0.4984728991985321","1.1524710655212402","1.1524710655212402","1.1524710655212402","1.1504892110824585","1.1504892110824585","1.1504892110824585","1.0343239307403564","1.0343239307403564","1.0343239307403564","0.6271239519119263","0.6271239519119263","0.6271239519119263"
"172","0.32987862825393677","0.32987862825393677","0.32987862825393677","0.44694948196411133","0.44694948196411133","0.44694948196411133","0.5162293314933777","0.5162293314933777","0.5162293314933777","1.1610422134399414","1.1610422134399414","1.1610422134399414","1.152024269104004","1.152024269104004","1.152024269104004","1.0194802284240723","1.0194802284240723","1.0194802284240723","0.6629465222358704","0.6629465222358704","0.6629465222358704"
"174","0.33458220958709717","0.33458220958709717","0.33458220958709717","0.43912452459335327","0.43912452459335327","0.43912452459335327","0.49990764260292053","0.49990764260292053","0.49990764260292053","1.1548391580581665","1.1548391580581665","1.1548391580581665","1.1493533849716187","1.1493533849716187","1.1493533849716187","1.0359200239181519","1.0359200239181519","1.0359200239181519","0.6298345327377319","0.6298345327377319","0.6298345327377319"
"176","0.3257984519004822","0.3257984519004822","0.3257984519004822","0.44214147329330444","0.44214147329330444","0.44214147329330444","0.5171216726303101","0.5171216726303101","0.5171216726303101","1.1860615015029907","1.1860615015029907","1.1860615015029907","1.1602981090545654","1.1602981090545654","1.1602981090545654","0.9786574840545654","0.9786574840545654","0.9786574840545654","0.6575953364372253","0.6575953364372253","0.6575953364372253"
"178","0.3515529930591583","0.3515529930591583","0.3515529930591583","0.44849008321762085","0.44849008321762085","0.44849008321762085","0.527183473110199","0.527183473110199","0.527183473110199","1.187803864479065","1.187803864479065","1.187803864479065","1.1750059127807617","1.1750059127807617","1.1750059127807617","1.0103034973144531","1.0103034973144531","1.0103034973144531","0.6559699177742004","0.6559699177742004","0.6559699177742004"
"180","0.3718114495277405","0.3718114495277405","0.3718114495277405","0.4553336501121521","0.4553336501121521","0.4553336501121521","0.5124905109405518","0.5124905109405518","0.5124905109405518","1.1762781143188477","1.1762781143188477","1.1762781143188477","1.1630146503448486","1.1630146503448486","1.1630146503448486","1.0123238563537598","1.0123238563537598","1.0123238563537598","0.6605777144432068","0.6605777144432068","0.6605777144432068"
"182","0.3706079125404358","0.3706079125404358","0.3706079125404358","0.4580373764038086","0.4580373764038086","0.4580373764038086","0.5245756506919861","0.5245756506919861","0.5245756506919861","1.17733633518219","1.17733633518219","1.17733633518219","1.156724452972412","1.156724452972412","1.156724452972412","1.01618230342865","1.01618230342865","1.01618230342865","0.6735432147979736","0.6735432147979736","0.6735432147979736"
"184","0.3830893039703369","0.3830893039703369","0.3830893039703369","0.4589560925960541","0.4589560925960541","0.4589560925960541","0.5089536905288696","0.5089536905288696","0.5089536905288696","1.1785988807678223","1.1785988807678223","1.1785988807678223","1.148561954498291","1.148561954498291","1.148561954498291","0.9975387454032898","0.9975387454032898","0.9975387454032898","0.6723597049713135","0.6723597049713135","0.6723597049713135"
"186","0.3854663372039795","0.3854663372039795","0.3854663372039795","0.4622451663017273","0.4622451663017273","0.4622451663017273","0.51617431640625","0.51617431640625","0.51617431640625","1.1636073589324951","1.1636073589324951","1.1636073589324951","1.1431174278259277","1.1431174278259277","1.1431174278259277","1.003202199935913","1.003202199935913","1.003202199935913","0.6936091184616089","0.6936091184616089","0.6936091184616089"
"188","0.40810897946357727","0.40810897946357727","0.40810897946357727","0.47086194157600403","0.47086194157600403","0.47086194157600403","0.5185921788215637","0.5185921788215637","0.5185921788215637","1.1822361946105957","1.1822361946105957","1.1822361946105957","1.1615849733352661","1.1615849733352661","1.1615849733352661","1.0334408283233643","1.0334408283233643","1.0334408283233643","0.7189884185791016","0.7189884185791016","0.7189884185791016"
"190","0.42307618260383606","0.42307618260383606","0.42307618260383606","0.5041415095329285","0.5041415095329285","0.5041415095329285","0.5572546720504761","0.5572546720504761","0.5572546720504761","1.171839714050293","1.171839714050293","1.171839714050293","1.1547013521194458","1.1547013521194458","1.1547013521194458","1.0058573484420776","1.0058573484420776","1.0058573484420776","0.7679116725921631","0.7679116725921631","0.7679116725921631"
"192","0.39795660972595215","0.39795660972595215","0.39795660972595215","0.4447765648365021","0.4447765648365021","0.4447765648365021","0.5107417106628418","0.5107417106628418","0.5107417106628418","1.2163769006729126","1.2163769006729126","1.2163769006729126","1.1966599225997925","1.1966599225997925","1.1966599225997925","0.9866418838500977","0.9866418838500977","0.9866418838500977","0.6625787019729614","0.6625787019729614","0.6625787019729614"
"194","0.4505644142627716","0.4505644142627716","0.4505644142627716","0.5000362992286682","0.5000362992286682","0.5000362992286682","0.5503905415534973","0.5503905415534973","0.5503905415534973","1.18423593044281","1.18423593044281","1.18423593044281","1.1804242134094238","1.1804242134094238","1.1804242134094238","1.057349681854248","1.057349681854248","1.057349681854248","0.7710506319999695","0.7710506319999695","0.7710506319999695"
"196","0.4104311764240265","0.4104311764240265","0.4104311764240265","0.4779450297355652","0.4779450297355652","0.4779450297355652","0.5167762041091919","0.5167762041091919","0.5167762041091919","1.1665263175964355","1.1665263175964355","1.1665263175964355","1.1639635562896729","1.1639635562896729","1.1639635562896729","0.998504638671875","0.998504638671875","0.998504638671875","0.7120844125747681","0.7120844125747681","0.7120844125747681"
"198","0.40496015548706055","0.40496015548706055","0.40496015548706055","0.4447110891342163","0.4447110891342163","0.4447110891342163","0.5346959829330444","0.5346959829330444","0.5346959829330444","1.2258551120758057","1.2258551120758057","1.2258551120758057","1.228529453277588","1.228529453277588","1.228529453277588","0.9705820679664612","0.9705820679664612","0.9705820679664612","0.7071285843849182","0.7071285843849182","0.7071285843849182"
"200","0.4799824655056","0.4799824655056","0.4799824655056","0.5207390189170837","0.5207390189170837","0.5207390189170837","0.5756464004516602","0.5756464004516602","0.5756464004516602","1.1558703184127808","1.1558703184127808","1.1558703184127808","1.1532315015792847","1.1532315015792847","1.1532315015792847","1.038191556930542","1.038191556930542","1.038191556930542","0.8228307962417603","0.8228307962417603","0.8228307962417603"
"202","0.4969587028026581","0.4969587028026581","0.4969587028026581","0.5286573767662048","0.5286573767662048","0.5286573767662048","0.5748043656349182","0.5748043656349182","0.5748043656349182","1.1625285148620605","1.1625285148620605","1.1625285148620605","1.163728952407837","1.163728952407837","1.163728952407837","1.0489420890808105","1.0489420890808105","1.0489420890808105","0.8388075232505798","0.8388075232505798","0.8388075232505798"
"204","0.47521018981933594","0.47521018981933594","0.47521018981933594","0.511285662651062","0.511285662651062","0.511285662651062","0.5527430772781372","0.5527430772781372","0.5527430772781372","1.171512246131897","1.171512246131897","1.171512246131897","1.1695150136947632","1.1695150136947632","1.1695150136947632","1.0139576196670532","1.0139576196670532","1.0139576196670532","0.7738760113716125","0.7738760113716125","0.7738760113716125"
"206","0.4632655084133148","0.4632655084133148","0.4632655084133148","0.4848872423171997","0.4848872423171997","0.4848872423171997","0.5393528938293457","0.5393528938293457","0.5393528938293457","1.1739636659622192","1.1739636659622192","1.1739636659622192","1.17576265335083","1.17576265335083","1.17576265335083","1.041479229927063","1.041479229927063","1.041479229927063","0.739116370677948","0.739116370677948","0.739116370677948"
"208","0.4821188449859619","0.4821188449859619","0.4821188449859619","0.503075897693634","0.503075897693634","0.503075897693634","0.5439355969429016","0.5439355969429016","0.5439355969429016","1.2283413410186768","1.2283413410186768","1.2283413410186768","1.2059699296951294","1.2059699296951294","1.2059699296951294","1.0468401908874512","1.0468401908874512","1.0468401908874512","0.7671173214912415","0.7671173214912415","0.7671173214912415"
"210","0.5125435590744019","0.5125435590744019","0.5125435590744019","0.5363768935203552","0.5363768935203552","0.5363768935203552","0.58192378282547","0.58192378282547","0.58192378282547","1.1862455606460571","1.1862455606460571","1.1862455606460571","1.1728190183639526","1.1728190183639526","1.1728190183639526","1.0750532150268555","1.0750532150268555","1.0750532150268555","0.8184961080551147","0.8184961080551147","0.8184961080551147"
"212","0.5303546786308289","0.5303546786308289","0.5303546786308289","0.5584271550178528","0.5584271550178528","0.5584271550178528","0.6168120503425598","0.6168120503425598","0.6168120503425598","1.1759568452835083","1.1759568452835083","1.1759568452835083","1.148781180381775","1.148781180381775","1.148781180381775","1.0407283306121826","1.0407283306121826","1.0407283306121826","0.7999600768089294","0.7999600768089294","0.7999600768089294"
"214","0.49696260690689087","0.49696260690689087","0.49696260690689087","0.5086216330528259","0.5086216330528259","0.5086216330528259","0.5516365170478821","0.5516365170478821","0.5516365170478821","1.1686718463897705","1.1686718463897705","1.1686718463897705","1.158610224723816","1.158610224723816","1.158610224723816","1.0487953424453735","1.0487953424453735","1.0487953424453735","0.7788630723953247","0.7788630723953247","0.7788630723953247"
"216","0.484039306640625","0.484039306640625","0.484039306640625","0.49166378378868103","0.49166378378868103","0.49166378378868103","0.573337197303772","0.573337197303772","0.573337197303772","1.2028822898864746","1.2028822898864746","1.2028822898864746","1.1982665061950684","1.1982665061950684","1.1982665061950684","1.018287181854248","1.018287181854248","1.018287181854248","0.7077677249908447","0.7077677249908447","0.7077677249908447"
"218","0.5481234788894653","0.5481234788894653","0.5481234788894653","0.5500742793083191","0.5500742793083191","0.5500742793083191","0.5990122556686401","0.5990122556686401","0.5990122556686401","1.1786396503448486","1.1786396503448486","1.1786396503448486","1.1583149433135986","1.1583149433135986","1.1583149433135986","1.0594589710235596","1.0594589710235596","1.0594589710235596","0.7631064653396606","0.7631064653396606","0.7631064653396606"
"220","0.547809362411499","0.547809362411499","0.547809362411499","0.5451789498329163","0.5451789498329163","0.5451789498329163","0.5936936140060425","0.5936936140060425","0.5936936140060425","1.1666830778121948","1.1666830778121948","1.1666830778121948","1.1502982378005981","1.1502982378005981","1.1502982378005981","1.0750913619995117","1.0750913619995117","1.0750913619995117","0.7773903608322144","0.7773903608322144","0.7773903608322144"
"222","0.515182614326477","0.515182614326477","0.515182614326477","0.505951464176178","0.505951464176178","0.505951464176178","0.5657840371131897","0.5657840371131897","0.5657840371131897","1.1741819381713867","1.1741819381713867","1.1741819381713867","1.1822161674499512","1.1822161674499512","1.1822161674499512","1.0420864820480347","1.0420864820480347","1.0420864820480347","0.8438612222671509","0.8438612222671509","0.8438612222671509"
"224","0.5599422454833984","0.5599422454833984","0.5599422454833984","0.5532888174057007","0.5532888174057007","0.5532888174057007","0.6028586626052856","0.6028586626052856","0.6028586626052856","1.148018717765808","1.148018717765808","1.148018717765808","1.1560038328170776","1.1560038328170776","1.1560038328170776","1.0709880590438843","1.0709880590438843","1.0709880590438843","0.7923332452774048","0.7923332452774048","0.7923332452774048"
"226","0.5547570586204529","0.5547570586204529","0.5547570586204529","0.5630907416343689","0.5630907416343689","0.5630907416343689","0.6162487268447876","0.6162487268447876","0.6162487268447876","1.1840016841888428","1.1840016841888428","1.1840016841888428","1.1607475280761719","1.1607475280761719","1.1607475280761719","1.0480045080184937","1.0480045080184937","1.0480045080184937","0.7701334357261658","0.7701334357261658","0.7701334357261658"
"228","0.5414742231369019","0.5414742231369019","0.5414742231369019","0.5407760739326477","0.5407760739326477","0.5407760739326477","0.6006246209144592","0.6006246209144592","0.6006246209144592","1.166962742805481","1.166962742805481","1.166962742805481","1.1402976512908936","1.1402976512908936","1.1402976512908936","1.0522252321243286","1.0522252321243286","1.0522252321243286","0.777782142162323","0.777782142162323","0.777782142162323"
"230","0.5969409346580505","0.5969409346580505","0.5969409346580505","0.5626314878463745","0.5626314878463745","0.5626314878463745","0.6295698285102844","0.6295698285102844","0.6295698285102844","1.1913259029388428","1.1913259029388428","1.1913259029388428","1.1850714683532715","1.1850714683532715","1.1850714683532715","1.0335142612457275","1.0335142612457275","1.0335142612457275","0.7784276604652405","0.7784276604652405","0.7784276604652405"
