"Step","VOWELS_FILTER_b5_dual_waveform_bs16 - cross_entropy_positive_s","VOWELS_FILTER_b5_dual_waveform_bs16 - cross_entropy_positive_s__MIN","VOWELS_FILTER_b5_dual_waveform_bs16 - cross_entropy_positive_s__MAX","VOWELS_FILTER_b1_dual_waveform_bs16 - cross_entropy_positive_s","VOWELS_FILTER_b1_dual_waveform_bs16 - cross_entropy_positive_s__MIN","VOWELS_FILTER_b1_dual_waveform_bs16 - cross_entropy_positive_s__MAX","VOWELS_FILTER_b0.1_dual_waveform_bs16 - cross_entropy_positive_s","VOWELS_FILTER_b0.1_dual_waveform_bs16 - cross_entropy_positive_s__MIN","VOWELS_FILTER_b0.1_dual_waveform_bs16 - cross_entropy_positive_s__MAX","VOWELS_FILTER_b0_dual_waveform_bs16 - cross_entropy_positive_s","VOWELS_FILTER_b0_dual_waveform_bs16 - cross_entropy_positive_s__MIN","VOWELS_FILTER_b0_dual_waveform_bs16 - cross_entropy_positive_s__MAX","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_positive_s","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_positive_s__MIN","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_positive_s__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_positive_s","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_positive_s__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_positive_s__MAX","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_positive_s","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_positive_s__MIN","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_positive_s__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_positive_s","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_positive_s__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_positive_s__MAX"
"110","0.6082138419151306","0.6082138419151306","0.6082138419151306","0.9577620625495911","0.9577620625495911","0.9577620625495911","1.105602502822876","1.105602502822876","1.105602502822876","1.1977044343948364","1.1977044343948364","1.1977044343948364","1.1809883117675781","1.1809883117675781","1.1809883117675781","1.1286063194274902","1.1286063194274902","1.1286063194274902","0.9183679819107056","0.9183679819107056","0.9183679819107056","0.45540887117385864","0.45540887117385864","0.45540887117385864"
"112","0.6077830791473389","0.6077830791473389","0.6077830791473389","0.9083062410354614","0.9083062410354614","0.9083062410354614","1.1164751052856445","1.1164751052856445","1.1164751052856445","1.2178974151611328","1.2178974151611328","1.2178974151611328","1.2066915035247803","1.2066915035247803","1.2066915035247803","1.1200730800628662","1.1200730800628662","1.1200730800628662","0.8433223962783813","0.8433223962783813","0.8433223962783813","0.4290901720523834","0.4290901720523834","0.4290901720523834"
"114","0.6365415453910828","0.6365415453910828","0.6365415453910828","0.9048486351966858","0.9048486351966858","0.9048486351966858","1.0538785457611084","1.0538785457611084","1.0538785457611084","1.191709041595459","1.191709041595459","1.191709041595459","1.1469056606292725","1.1469056606292725","1.1469056606292725","1.0953397750854492","1.0953397750854492","1.0953397750854492","0.8516244888305664","0.8516244888305664","0.8516244888305664","0.48507609963417053","0.48507609963417053","0.48507609963417053"
"116","0.6431096792221069","0.6431096792221069","0.6431096792221069","0.9169561266899109","0.9169561266899109","0.9169561266899109","1.0970745086669922","1.0970745086669922","1.0970745086669922","1.2181730270385742","1.2181730270385742","1.2181730270385742","1.196480631828308","1.196480631828308","1.196480631828308","1.1396396160125732","1.1396396160125732","1.1396396160125732","0.8202369213104248","0.8202369213104248","0.8202369213104248","0.4708682596683502","0.4708682596683502","0.4708682596683502"
"118","0.6922634840011597","0.6922634840011597","0.6922634840011597","1.0158442258834839","1.0158442258834839","1.0158442258834839","1.131420612335205","1.131420612335205","1.131420612335205","1.183698296546936","1.183698296546936","1.183698296546936","1.1710398197174072","1.1710398197174072","1.1710398197174072","1.1574461460113525","1.1574461460113525","1.1574461460113525","0.9764645099639893","0.9764645099639893","0.9764645099639893","0.47981998324394226","0.47981998324394226","0.47981998324394226"
"120","0.6344814300537109","0.6344814300537109","0.6344814300537109","0.9461748003959656","0.9461748003959656","0.9461748003959656","1.1672266721725464","1.1672266721725464","1.1672266721725464","1.2384033203125","1.2384033203125","1.2384033203125","1.178999423980713","1.178999423980713","1.178999423980713","1.1646332740783691","1.1646332740783691","1.1646332740783691","0.9283370971679688","0.9283370971679688","0.9283370971679688","0.5088361501693726","0.5088361501693726","0.5088361501693726"
"122","0.6063053011894226","0.6063053011894226","0.6063053011894226","0.92189621925354","0.92189621925354","0.92189621925354","1.088296890258789","1.088296890258789","1.088296890258789","1.1727545261383057","1.1727545261383057","1.1727545261383057","1.1793413162231445","1.1793413162231445","1.1793413162231445","1.0798258781433105","1.0798258781433105","1.0798258781433105","0.8155369758605957","0.8155369758605957","0.8155369758605957","0.44100961089134216","0.44100961089134216","0.44100961089134216"
"124","0.7456403970718384","0.7456403970718384","0.7456403970718384","1.0036332607269287","1.0036332607269287","1.0036332607269287","1.1140680313110352","1.1140680313110352","1.1140680313110352","1.1670082807540894","1.1670082807540894","1.1670082807540894","1.1672110557556152","1.1672110557556152","1.1672110557556152","1.148935317993164","1.148935317993164","1.148935317993164","0.9170985817909241","0.9170985817909241","0.9170985817909241","0.516169548034668","0.516169548034668","0.516169548034668"
"126","0.6312685012817383","0.6312685012817383","0.6312685012817383","0.9921581149101257","0.9921581149101257","0.9921581149101257","1.1404707431793213","1.1404707431793213","1.1404707431793213","1.1844465732574463","1.1844465732574463","1.1844465732574463","1.1623157262802124","1.1623157262802124","1.1623157262802124","1.1437957286834717","1.1437957286834717","1.1437957286834717","0.9292263388633728","0.9292263388633728","0.9292263388633728","0.4554058313369751","0.4554058313369751","0.4554058313369751"
"128","0.6833153367042542","0.6833153367042542","0.6833153367042542","0.9437549114227295","0.9437549114227295","0.9437549114227295","1.1263604164123535","1.1263604164123535","1.1263604164123535","1.1728276014328003","1.1728276014328003","1.1728276014328003","1.1403391361236572","1.1403391361236572","1.1403391361236572","1.1329236030578613","1.1329236030578613","1.1329236030578613","0.9194645285606384","0.9194645285606384","0.9194645285606384","0.5025222301483154","0.5025222301483154","0.5025222301483154"
"130","0.7042793035507202","0.7042793035507202","0.7042793035507202","0.9966950416564941","0.9966950416564941","0.9966950416564941","1.1253662109375","1.1253662109375","1.1253662109375","1.1749258041381836","1.1749258041381836","1.1749258041381836","1.184094786643982","1.184094786643982","1.184094786643982","1.1493934392929077","1.1493934392929077","1.1493934392929077","0.9358627796173096","0.9358627796173096","0.9358627796173096","0.5256576538085938","0.5256576538085938","0.5256576538085938"
"132","0.6513596177101135","0.6513596177101135","0.6513596177101135","0.9755890369415283","0.9755890369415283","0.9755890369415283","1.1536985635757446","1.1536985635757446","1.1536985635757446","1.2270374298095703","1.2270374298095703","1.2270374298095703","1.1747645139694214","1.1747645139694214","1.1747645139694214","1.1526340246200562","1.1526340246200562","1.1526340246200562","0.9180888533592224","0.9180888533592224","0.9180888533592224","0.4907776415348053","0.4907776415348053","0.4907776415348053"
"134","0.7125405669212341","0.7125405669212341","0.7125405669212341","1.0003715753555298","1.0003715753555298","1.0003715753555298","1.1292253732681274","1.1292253732681274","1.1292253732681274","1.1589161157608032","1.1589161157608032","1.1589161157608032","1.1614365577697754","1.1614365577697754","1.1614365577697754","1.152053713798523","1.152053713798523","1.152053713798523","0.9431968927383423","0.9431968927383423","0.9431968927383423","0.5120300650596619","0.5120300650596619","0.5120300650596619"
"136","0.7379816174507141","0.7379816174507141","0.7379816174507141","0.9950805902481079","0.9950805902481079","0.9950805902481079","1.1373786926269531","1.1373786926269531","1.1373786926269531","1.1512082815170288","1.1512082815170288","1.1512082815170288","1.1644880771636963","1.1644880771636963","1.1644880771636963","1.1332125663757324","1.1332125663757324","1.1332125663757324","0.9502896666526794","0.9502896666526794","0.9502896666526794","0.5479950308799744","0.5479950308799744","0.5479950308799744"
"138","0.7259836196899414","0.7259836196899414","0.7259836196899414","1.01909339427948","1.01909339427948","1.01909339427948","1.1449558734893799","1.1449558734893799","1.1449558734893799","1.178450107574463","1.178450107574463","1.178450107574463","1.1678268909454346","1.1678268909454346","1.1678268909454346","1.1559984683990479","1.1559984683990479","1.1559984683990479","0.945987343788147","0.945987343788147","0.945987343788147","0.519048273563385","0.519048273563385","0.519048273563385"
"140","0.739834189414978","0.739834189414978","0.739834189414978","0.9505683779716492","0.9505683779716492","0.9505683779716492","1.148787498474121","1.148787498474121","1.148787498474121","1.1936964988708496","1.1936964988708496","1.1936964988708496","1.1645512580871582","1.1645512580871582","1.1645512580871582","1.147857427597046","1.147857427597046","1.147857427597046","0.9350025653839111","0.9350025653839111","0.9350025653839111","0.5468809604644775","0.5468809604644775","0.5468809604644775"
"142","0.7584572434425354","0.7584572434425354","0.7584572434425354","0.9831623435020447","0.9831623435020447","0.9831623435020447","1.1289018392562866","1.1289018392562866","1.1289018392562866","1.1820952892303467","1.1820952892303467","1.1820952892303467","1.1776325702667236","1.1776325702667236","1.1776325702667236","1.1511965990066528","1.1511965990066528","1.1511965990066528","0.9681419134140015","0.9681419134140015","0.9681419134140015","0.5093279480934143","0.5093279480934143","0.5093279480934143"
"144","0.7242741584777832","0.7242741584777832","0.7242741584777832","0.9855321049690247","0.9855321049690247","0.9855321049690247","1.1593577861785889","1.1593577861785889","1.1593577861785889","1.170224905014038","1.170224905014038","1.170224905014038","1.1785354614257812","1.1785354614257812","1.1785354614257812","1.1544084548950195","1.1544084548950195","1.1544084548950195","0.9712441563606262","0.9712441563606262","0.9712441563606262","0.5255193114280701","0.5255193114280701","0.5255193114280701"
"146","0.7499334216117859","0.7499334216117859","0.7499334216117859","0.9660051465034485","0.9660051465034485","0.9660051465034485","1.1458964347839355","1.1458964347839355","1.1458964347839355","1.2147287130355835","1.2147287130355835","1.2147287130355835","1.2034862041473389","1.2034862041473389","1.2034862041473389","1.1859169006347656","1.1859169006347656","1.1859169006347656","0.9846850037574768","0.9846850037574768","0.9846850037574768","0.54782634973526","0.54782634973526","0.54782634973526"
"148","0.7263298034667969","0.7263298034667969","0.7263298034667969","0.9735366106033325","0.9735366106033325","0.9735366106033325","1.128129243850708","1.128129243850708","1.128129243850708","1.2092863321304321","1.2092863321304321","1.2092863321304321","1.1688594818115234","1.1688594818115234","1.1688594818115234","1.1421962976455688","1.1421962976455688","1.1421962976455688","0.9478345513343811","0.9478345513343811","0.9478345513343811","0.5204643607139587","0.5204643607139587","0.5204643607139587"
"150","0.6961895823478699","0.6961895823478699","0.6961895823478699","0.9763288497924805","0.9763288497924805","0.9763288497924805","1.1331837177276611","1.1331837177276611","1.1331837177276611","1.2043397426605225","1.2043397426605225","1.2043397426605225","1.2162388563156128","1.2162388563156128","1.2162388563156128","1.1804678440093994","1.1804678440093994","1.1804678440093994","0.9768006801605225","0.9768006801605225","0.9768006801605225","0.5469101071357727","0.5469101071357727","0.5469101071357727"
"152","0.7898797988891602","0.7898797988891602","0.7898797988891602","1.0118244886398315","1.0118244886398315","1.0118244886398315","1.1374247074127197","1.1374247074127197","1.1374247074127197","1.1699988842010498","1.1699988842010498","1.1699988842010498","1.17249596118927","1.17249596118927","1.17249596118927","1.1602749824523926","1.1602749824523926","1.1602749824523926","0.9942923784255981","0.9942923784255981","0.9942923784255981","0.5611235499382019","0.5611235499382019","0.5611235499382019"
"154","0.7533816695213318","0.7533816695213318","0.7533816695213318","0.9935274124145508","0.9935274124145508","0.9935274124145508","1.157451868057251","1.157451868057251","1.157451868057251","1.1571035385131836","1.1571035385131836","1.1571035385131836","1.1609917879104614","1.1609917879104614","1.1609917879104614","1.128821611404419","1.128821611404419","1.128821611404419","0.9298390746116638","0.9298390746116638","0.9298390746116638","0.38708508014678955","0.38708508014678955","0.38708508014678955"
"156","0.7593233585357666","0.7593233585357666","0.7593233585357666","1.0122056007385254","1.0122056007385254","1.0122056007385254","1.136318325996399","1.136318325996399","1.136318325996399","1.1896727085113525","1.1896727085113525","1.1896727085113525","1.186320424079895","1.186320424079895","1.186320424079895","1.1634674072265625","1.1634674072265625","1.1634674072265625","0.9633118510246277","0.9633118510246277","0.9633118510246277","0.547552764415741","0.547552764415741","0.547552764415741"
"158","0.7378785610198975","0.7378785610198975","0.7378785610198975","1.0195989608764648","1.0195989608764648","1.0195989608764648","1.1271858215332031","1.1271858215332031","1.1271858215332031","1.158017873764038","1.158017873764038","1.158017873764038","1.1564018726348877","1.1564018726348877","1.1564018726348877","1.1373716592788696","1.1373716592788696","1.1373716592788696","0.9745001792907715","0.9745001792907715","0.9745001792907715","0.5485795140266418","0.5485795140266418","0.5485795140266418"
"160","0.6953995823860168","0.6953995823860168","0.6953995823860168","1.005077838897705","1.005077838897705","1.005077838897705","1.1390883922576904","1.1390883922576904","1.1390883922576904","1.2162644863128662","1.2162644863128662","1.2162644863128662","1.1564106941223145","1.1564106941223145","1.1564106941223145","1.145238995552063","1.145238995552063","1.145238995552063","0.9972683191299438","0.9972683191299438","0.9972683191299438","0.5600539445877075","0.5600539445877075","0.5600539445877075"
"162","0.7035157680511475","0.7035157680511475","0.7035157680511475","1.0223997831344604","1.0223997831344604","1.0223997831344604","1.1071879863739014","1.1071879863739014","1.1071879863739014","1.1991324424743652","1.1991324424743652","1.1991324424743652","1.1796815395355225","1.1796815395355225","1.1796815395355225","1.1839555501937866","1.1839555501937866","1.1839555501937866","1.0269370079040527","1.0269370079040527","1.0269370079040527","0.5752496719360352","0.5752496719360352","0.5752496719360352"
"164","0.7516232132911682","0.7516232132911682","0.7516232132911682","1.0183119773864746","1.0183119773864746","1.0183119773864746","1.1618680953979492","1.1618680953979492","1.1618680953979492","1.1985617876052856","1.1985617876052856","1.1985617876052856","1.1607874631881714","1.1607874631881714","1.1607874631881714","1.1587711572647095","1.1587711572647095","1.1587711572647095","1.0028212070465088","1.0028212070465088","1.0028212070465088","0.5987216830253601","0.5987216830253601","0.5987216830253601"
"166","0.7833083868026733","0.7833083868026733","0.7833083868026733","1.0388739109039307","1.0388739109039307","1.0388739109039307","1.1525441408157349","1.1525441408157349","1.1525441408157349","1.1744493246078491","1.1744493246078491","1.1744493246078491","1.1677374839782715","1.1677374839782715","1.1677374839782715","1.1576316356658936","1.1576316356658936","1.1576316356658936","1.011479377746582","1.011479377746582","1.011479377746582","0.6273372173309326","0.6273372173309326","0.6273372173309326"
"168","0.7260103821754456","0.7260103821754456","0.7260103821754456","1.0527149438858032","1.0527149438858032","1.0527149438858032","1.1507971286773682","1.1507971286773682","1.1507971286773682","1.1723270416259766","1.1723270416259766","1.1723270416259766","1.175767183303833","1.175767183303833","1.175767183303833","1.1757360696792603","1.1757360696792603","1.1757360696792603","1.0201666355133057","1.0201666355133057","1.0201666355133057","0.592431366443634","0.592431366443634","0.592431366443634"
"170","0.7632582783699036","0.7632582783699036","0.7632582783699036","1.0606176853179932","1.0606176853179932","1.0606176853179932","1.1556758880615234","1.1556758880615234","1.1556758880615234","1.148524284362793","1.148524284362793","1.148524284362793","1.1524710655212402","1.1524710655212402","1.1524710655212402","1.1504892110824585","1.1504892110824585","1.1504892110824585","1.0343239307403564","1.0343239307403564","1.0343239307403564","0.6271239519119263","0.6271239519119263","0.6271239519119263"
"172","0.7910929918289185","0.7910929918289185","0.7910929918289185","1.0501316785812378","1.0501316785812378","1.0501316785812378","1.1424661874771118","1.1424661874771118","1.1424661874771118","1.1588947772979736","1.1588947772979736","1.1588947772979736","1.1610422134399414","1.1610422134399414","1.1610422134399414","1.152024269104004","1.152024269104004","1.152024269104004","1.0194802284240723","1.0194802284240723","1.0194802284240723","0.6629465222358704","0.6629465222358704","0.6629465222358704"
"174","0.7788929343223572","0.7788929343223572","0.7788929343223572","1.0495715141296387","1.0495715141296387","1.0495715141296387","1.151017665863037","1.151017665863037","1.151017665863037","1.1569905281066895","1.1569905281066895","1.1569905281066895","1.1548391580581665","1.1548391580581665","1.1548391580581665","1.1493533849716187","1.1493533849716187","1.1493533849716187","1.0359200239181519","1.0359200239181519","1.0359200239181519","0.6298345327377319","0.6298345327377319","0.6298345327377319"
"176","0.7071277499198914","0.7071277499198914","0.7071277499198914","0.9865212440490723","0.9865212440490723","0.9865212440490723","1.1602141857147217","1.1602141857147217","1.1602141857147217","1.1729995012283325","1.1729995012283325","1.1729995012283325","1.1860615015029907","1.1860615015029907","1.1860615015029907","1.1602981090545654","1.1602981090545654","1.1602981090545654","0.9786574840545654","0.9786574840545654","0.9786574840545654","0.6575953364372253","0.6575953364372253","0.6575953364372253"
"178","0.7422828674316406","0.7422828674316406","0.7422828674316406","1.0534203052520752","1.0534203052520752","1.0534203052520752","1.1617236137390137","1.1617236137390137","1.1617236137390137","1.1808842420578003","1.1808842420578003","1.1808842420578003","1.187803864479065","1.187803864479065","1.187803864479065","1.1750059127807617","1.1750059127807617","1.1750059127807617","1.0103034973144531","1.0103034973144531","1.0103034973144531","0.6559699177742004","0.6559699177742004","0.6559699177742004"
"180","0.7180498838424683","0.7180498838424683","0.7180498838424683","1.024425745010376","1.024425745010376","1.024425745010376","1.173149585723877","1.173149585723877","1.173149585723877","1.1795988082885742","1.1795988082885742","1.1795988082885742","1.1762781143188477","1.1762781143188477","1.1762781143188477","1.1630146503448486","1.1630146503448486","1.1630146503448486","1.0123238563537598","1.0123238563537598","1.0123238563537598","0.6605777144432068","0.6605777144432068","0.6605777144432068"
"182","0.7076427936553955","0.7076427936553955","0.7076427936553955","1.0415951013565063","1.0415951013565063","1.0415951013565063","1.1544969081878662","1.1544969081878662","1.1544969081878662","1.1761857271194458","1.1761857271194458","1.1761857271194458","1.17733633518219","1.17733633518219","1.17733633518219","1.156724452972412","1.156724452972412","1.156724452972412","1.01618230342865","1.01618230342865","1.01618230342865","0.6735432147979736","0.6735432147979736","0.6735432147979736"
"184","0.7251684665679932","0.7251684665679932","0.7251684665679932","1.0102293491363525","1.0102293491363525","1.0102293491363525","1.1249115467071533","1.1249115467071533","1.1249115467071533","1.170814037322998","1.170814037322998","1.170814037322998","1.1785988807678223","1.1785988807678223","1.1785988807678223","1.148561954498291","1.148561954498291","1.148561954498291","0.9975387454032898","0.9975387454032898","0.9975387454032898","0.6723597049713135","0.6723597049713135","0.6723597049713135"
"186","0.7083213329315186","0.7083213329315186","0.7083213329315186","1.0330851078033447","1.0330851078033447","1.0330851078033447","1.1436705589294434","1.1436705589294434","1.1436705589294434","1.1508445739746094","1.1508445739746094","1.1508445739746094","1.1636073589324951","1.1636073589324951","1.1636073589324951","1.1431174278259277","1.1431174278259277","1.1431174278259277","1.003202199935913","1.003202199935913","1.003202199935913","0.6936091184616089","0.6936091184616089","0.6936091184616089"
"188","0.7414971590042114","0.7414971590042114","0.7414971590042114","1.0590412616729736","1.0590412616729736","1.0590412616729736","1.1672991514205933","1.1672991514205933","1.1672991514205933","1.1737120151519775","1.1737120151519775","1.1737120151519775","1.1822361946105957","1.1822361946105957","1.1822361946105957","1.1615849733352661","1.1615849733352661","1.1615849733352661","1.0334408283233643","1.0334408283233643","1.0334408283233643","0.7189884185791016","0.7189884185791016","0.7189884185791016"
"190","0.7392816543579102","0.7392816543579102","0.7392816543579102","1.012613296508789","1.012613296508789","1.012613296508789","1.1585942506790161","1.1585942506790161","1.1585942506790161","1.1507322788238525","1.1507322788238525","1.1507322788238525","1.171839714050293","1.171839714050293","1.171839714050293","1.1547013521194458","1.1547013521194458","1.1547013521194458","1.0058573484420776","1.0058573484420776","1.0058573484420776","0.7679116725921631","0.7679116725921631","0.7679116725921631"
"192","0.7103187441825867","0.7103187441825867","0.7103187441825867","1.0192179679870605","1.0192179679870605","1.0192179679870605","1.1695646047592163","1.1695646047592163","1.1695646047592163","1.2107465267181396","1.2107465267181396","1.2107465267181396","1.2163769006729126","1.2163769006729126","1.2163769006729126","1.1966599225997925","1.1966599225997925","1.1966599225997925","0.9866418838500977","0.9866418838500977","0.9866418838500977","0.6625787019729614","0.6625787019729614","0.6625787019729614"
"194","0.7456634044647217","0.7456634044647217","0.7456634044647217","1.0821177959442139","1.0821177959442139","1.0821177959442139","1.155224323272705","1.155224323272705","1.155224323272705","1.1799330711364746","1.1799330711364746","1.1799330711364746","1.18423593044281","1.18423593044281","1.18423593044281","1.1804242134094238","1.1804242134094238","1.1804242134094238","1.057349681854248","1.057349681854248","1.057349681854248","0.7710506319999695","0.7710506319999695","0.7710506319999695"
"196","0.7090374231338501","0.7090374231338501","0.7090374231338501","1.0232969522476196","1.0232969522476196","1.0232969522476196","1.16627836227417","1.16627836227417","1.16627836227417","1.1647788286209106","1.1647788286209106","1.1647788286209106","1.1665263175964355","1.1665263175964355","1.1665263175964355","1.1639635562896729","1.1639635562896729","1.1639635562896729","0.998504638671875","0.998504638671875","0.998504638671875","0.7120844125747681","0.7120844125747681","0.7120844125747681"
"198","0.7438886761665344","0.7438886761665344","0.7438886761665344","1.004307746887207","1.004307746887207","1.004307746887207","1.1511902809143066","1.1511902809143066","1.1511902809143066","1.2466834783554077","1.2466834783554077","1.2466834783554077","1.2258551120758057","1.2258551120758057","1.2258551120758057","1.228529453277588","1.228529453277588","1.228529453277588","0.9705820679664612","0.9705820679664612","0.9705820679664612","0.7071285843849182","0.7071285843849182","0.7071285843849182"
"200","0.7712206840515137","0.7712206840515137","0.7712206840515137","1.0594100952148438","1.0594100952148438","1.0594100952148438","1.1571998596191406","1.1571998596191406","1.1571998596191406","1.1565730571746826","1.1565730571746826","1.1565730571746826","1.1558703184127808","1.1558703184127808","1.1558703184127808","1.1532315015792847","1.1532315015792847","1.1532315015792847","1.038191556930542","1.038191556930542","1.038191556930542","0.8228307962417603","0.8228307962417603","0.8228307962417603"
"202","0.7872312664985657","0.7872312664985657","0.7872312664985657","1.0756856203079224","1.0756856203079224","1.0756856203079224","1.1664879322052002","1.1664879322052002","1.1664879322052002","1.1556580066680908","1.1556580066680908","1.1556580066680908","1.1625285148620605","1.1625285148620605","1.1625285148620605","1.163728952407837","1.163728952407837","1.163728952407837","1.0489420890808105","1.0489420890808105","1.0489420890808105","0.8388075232505798","0.8388075232505798","0.8388075232505798"
"204","0.7656559944152832","0.7656559944152832","0.7656559944152832","0.9971428513526917","0.9971428513526917","0.9971428513526917","1.1672403812408447","1.1672403812408447","1.1672403812408447","1.1936038732528687","1.1936038732528687","1.1936038732528687","1.171512246131897","1.171512246131897","1.171512246131897","1.1695150136947632","1.1695150136947632","1.1695150136947632","1.0139576196670532","1.0139576196670532","1.0139576196670532","0.7738760113716125","0.7738760113716125","0.7738760113716125"
"206","0.7700576782226562","0.7700576782226562","0.7700576782226562","1.0767951011657715","1.0767951011657715","1.0767951011657715","1.1778242588043213","1.1778242588043213","1.1778242588043213","1.1826635599136353","1.1826635599136353","1.1826635599136353","1.1739636659622192","1.1739636659622192","1.1739636659622192","1.17576265335083","1.17576265335083","1.17576265335083","1.041479229927063","1.041479229927063","1.041479229927063","0.739116370677948","0.739116370677948","0.739116370677948"
"208","0.8010789155960083","0.8010789155960083","0.8010789155960083","1.0382202863693237","1.0382202863693237","1.0382202863693237","1.1532782316207886","1.1532782316207886","1.1532782316207886","1.192553997039795","1.192553997039795","1.192553997039795","1.2283413410186768","1.2283413410186768","1.2283413410186768","1.2059699296951294","1.2059699296951294","1.2059699296951294","1.0468401908874512","1.0468401908874512","1.0468401908874512","0.7671173214912415","0.7671173214912415","0.7671173214912415"
"210","0.8224606513977051","0.8224606513977051","0.8224606513977051","1.076340675354004","1.076340675354004","1.076340675354004","1.1484060287475586","1.1484060287475586","1.1484060287475586","1.1842355728149414","1.1842355728149414","1.1842355728149414","1.1862455606460571","1.1862455606460571","1.1862455606460571","1.1728190183639526","1.1728190183639526","1.1728190183639526","1.0750532150268555","1.0750532150268555","1.0750532150268555","0.8184961080551147","0.8184961080551147","0.8184961080551147"
"212","0.7986168265342712","0.7986168265342712","0.7986168265342712","1.0473990440368652","1.0473990440368652","1.0473990440368652","1.1628613471984863","1.1628613471984863","1.1628613471984863","1.1501272916793823","1.1501272916793823","1.1501272916793823","1.1759568452835083","1.1759568452835083","1.1759568452835083","1.148781180381775","1.148781180381775","1.148781180381775","1.0407283306121826","1.0407283306121826","1.0407283306121826","0.7999600768089294","0.7999600768089294","0.7999600768089294"
"214","0.7898887395858765","0.7898887395858765","0.7898887395858765","1.0754990577697754","1.0754990577697754","1.0754990577697754","1.1532399654388428","1.1532399654388428","1.1532399654388428","1.15510094165802","1.15510094165802","1.15510094165802","1.1686718463897705","1.1686718463897705","1.1686718463897705","1.158610224723816","1.158610224723816","1.158610224723816","1.0487953424453735","1.0487953424453735","1.0487953424453735","0.7788630723953247","0.7788630723953247","0.7788630723953247"
"216","0.80571448802948","0.80571448802948","0.80571448802948","1.0325090885162354","1.0325090885162354","1.0325090885162354","1.1584253311157227","1.1584253311157227","1.1584253311157227","1.2186871767044067","1.2186871767044067","1.2186871767044067","1.2028822898864746","1.2028822898864746","1.2028822898864746","1.1982665061950684","1.1982665061950684","1.1982665061950684","1.018287181854248","1.018287181854248","1.018287181854248","0.7077677249908447","0.7077677249908447","0.7077677249908447"
"218","0.8366584181785583","0.8366584181785583","0.8366584181785583","1.065786600112915","1.065786600112915","1.065786600112915","1.1484295129776","1.1484295129776","1.1484295129776","1.1795403957366943","1.1795403957366943","1.1795403957366943","1.1786396503448486","1.1786396503448486","1.1786396503448486","1.1583149433135986","1.1583149433135986","1.1583149433135986","1.0594589710235596","1.0594589710235596","1.0594589710235596","0.7631064653396606","0.7631064653396606","0.7631064653396606"
"220","0.8444253206253052","0.8444253206253052","0.8444253206253052","1.0952110290527344","1.0952110290527344","1.0952110290527344","1.1668884754180908","1.1668884754180908","1.1668884754180908","1.1580872535705566","1.1580872535705566","1.1580872535705566","1.1666830778121948","1.1666830778121948","1.1666830778121948","1.1502982378005981","1.1502982378005981","1.1502982378005981","1.0750913619995117","1.0750913619995117","1.0750913619995117","0.7773903608322144","0.7773903608322144","0.7773903608322144"
"222","0.8256278038024902","0.8256278038024902","0.8256278038024902","1.0614564418792725","1.0614564418792725","1.0614564418792725","1.1539311408996582","1.1539311408996582","1.1539311408996582","1.1850194931030273","1.1850194931030273","1.1850194931030273","1.1741819381713867","1.1741819381713867","1.1741819381713867","1.1822161674499512","1.1822161674499512","1.1822161674499512","1.0420864820480347","1.0420864820480347","1.0420864820480347","0.8438612222671509","0.8438612222671509","0.8438612222671509"
"224","0.8272682428359985","0.8272682428359985","0.8272682428359985","1.0882701873779297","1.0882701873779297","1.0882701873779297","1.1557790040969849","1.1557790040969849","1.1557790040969849","1.1560227870941162","1.1560227870941162","1.1560227870941162","1.148018717765808","1.148018717765808","1.148018717765808","1.1560038328170776","1.1560038328170776","1.1560038328170776","1.0709880590438843","1.0709880590438843","1.0709880590438843","0.7923332452774048","0.7923332452774048","0.7923332452774048"
"226","0.8557462692260742","0.8557462692260742","0.8557462692260742","1.055286169052124","1.055286169052124","1.055286169052124","1.1681209802627563","1.1681209802627563","1.1681209802627563","1.1920676231384277","1.1920676231384277","1.1920676231384277","1.1840016841888428","1.1840016841888428","1.1840016841888428","1.1607475280761719","1.1607475280761719","1.1607475280761719","1.0480045080184937","1.0480045080184937","1.0480045080184937","0.7701334357261658","0.7701334357261658","0.7701334357261658"
"228","0.8281427621841431","0.8281427621841431","0.8281427621841431","1.071755051612854","1.071755051612854","1.071755051612854","1.1338003873825073","1.1338003873825073","1.1338003873825073","1.1633129119873047","1.1633129119873047","1.1633129119873047","1.166962742805481","1.166962742805481","1.166962742805481","1.1402976512908936","1.1402976512908936","1.1402976512908936","1.0522252321243286","1.0522252321243286","1.0522252321243286","0.777782142162323","0.777782142162323","0.777782142162323"
